WKT,name,description
"POLYGON ((106.732701 -6.1207192, 106.730641 -6.1282292, 106.7299544 -6.13847, 106.7278944 -6.1514413, 106.7278944 -6.1678256, 106.7292677 -6.1848921, 106.7354475 -6.2040059, 106.7457472 -6.2190234, 106.751927 -6.229945, 106.7601668 -6.2422315, 106.76566 -6.2565654, 106.7690932 -6.2784067, 106.7814528 -6.292057, 106.7993056 -6.292057, 106.817845 -6.2927396, 106.8356978 -6.3022946, 106.8597304 -6.305707, 106.8707167 -6.308437, 106.8844496 -6.3063895, 106.8974959 -6.307072, 106.905049 -6.3118494, 106.9194685 -6.311167, 106.9325148 -6.3091195, 106.9496809 -6.3016121, 106.9599806 -6.289327, 106.9579207 -6.2606607, 106.9565474 -6.2517874, 106.9510542 -6.2333579, 106.9531142 -6.2176582, 106.9435011 -6.1971796, 106.9407546 -6.1569028, 106.9386946 -6.1412008, 106.9242751 -6.118671, 106.9215285 -6.1070644, 106.8926894 -6.1077472, 106.8940627 -6.1302774, 106.8803298 -6.1261811, 106.8583571 -6.1220847, 106.8494307 -6.1261811, 106.8192183 -6.1330083, 106.8137251 -6.1295947, 106.7972456 -6.1330083, 106.7821394 -6.1316428, 106.7732131 -6.1207192, 106.7478072 -6.1220847, 106.732701 -6.1207192))",Polygon 1,
"POLYGON ((106.6039052 -5.742541, 106.6037336 -5.7421994, 106.603519 -5.7417511, 106.6034546 -5.7412173, 106.6033044 -5.7406836, 106.6032575 -5.7404874, 106.603232 -5.7403553, 106.6030335 -5.7397334, 106.6028753 -5.7392958, 106.602768 -5.7386339, 106.6026178 -5.738271, 106.6024032 -5.7378226, 106.6021457 -5.7374383, 106.6017809 -5.7372889, 106.6009012 -5.7373743, 106.5998283 -5.737481, 106.5991631 -5.7376305, 106.5987554 -5.7378013, 106.598219 -5.7381429, 106.5979186 -5.7383564, 106.5980258 -5.738698, 106.5983048 -5.738762, 106.5983906 -5.7391463, 106.598691 -5.7390182, 106.5988066 -5.7390209, 106.5988549 -5.7390796, 106.5988522 -5.7391784, 106.5988334 -5.7392371, 106.5988575 -5.7392958, 106.598938 -5.7393332, 106.5990024 -5.7393332, 106.5990721 -5.7393839, 106.5990855 -5.7394239, 106.5990641 -5.7396027, 106.5990426 -5.7396908, 106.5989595 -5.7397068, 106.59882 -5.7397415, 106.59882 -5.7397949, 106.5988736 -5.7398322, 106.5989622 -5.7398322, 106.599107 -5.7398589, 106.5991553 -5.7399176, 106.5992143 -5.7399256, 106.5993216 -5.7398883, 106.5993216 -5.7398002, 106.5992679 -5.7396668, 106.5993001 -5.7395814, 106.5994369 -5.7395547, 106.5997078 -5.73956, 106.5997963 -5.739584, 106.59985 -5.7396267, 106.599968 -5.7396107, 106.6001021 -5.7394346, 106.6002282 -5.7394266, 106.6004159 -5.7394533, 106.6005903 -5.7394719, 106.6007405 -5.7394906, 106.6008773 -5.7395066, 106.6010087 -5.7394986, 106.6011991 -5.7395653, 106.6013761 -5.7397175, 106.6014727 -5.7397975, 106.6015129 -5.7398963, 106.601588 -5.7400911, 106.6016283 -5.7401525, 106.601647 -5.7402085, 106.601588 -5.7403099, 106.6013681 -5.7404621, 106.601344 -5.7405261, 106.60136 -5.7406462, 106.6014083 -5.7406569, 106.6014647 -5.7406595, 106.6014995 -5.7406435, 106.6017517 -5.740414, 106.601816 -5.7403873, 106.6018911 -5.7404087, 106.6019904 -5.7404861, 106.6020655 -5.7405448, 106.6021808 -5.7406355, 106.6022613 -5.7406969, 106.6023283 -5.7407556, 106.6024329 -5.7408517, 106.6025134 -5.7409211, 106.6025831 -5.7410172, 106.6026448 -5.7410839, 106.6028299 -5.7411933, 106.6029694 -5.7413961, 106.6030369 -5.7415354, 106.6030851 -5.7416075, 106.6031227 -5.7416795, 106.6031683 -5.7417703, 106.6032327 -5.7418984, 106.6033104 -5.7420532, 106.6033695 -5.7421813, 106.6034124 -5.7422693, 106.6034472 -5.7423521, 106.6035089 -5.7424642, 106.6035599 -5.7425656, 106.603635 -5.742659, 106.6037718 -5.7426777, 106.6039032 -5.7425949, 106.6039052 -5.742541))",Polygon 2 (Kepulauan Seribu),
